Date,ATM_ID,Agency,Day_of_Week,Soles_Withdrawn,Dollars_Withdrawn,Event,Holiday,Supply_Cost_Fixed,Supply_Cost_Variable,ATM_Max_Capacity_Soles,ATM_Max_Capacity_Dollars,Opportunity_Cost,Soles_Withdrawn_Lag1,Dollars_Withdrawn_Lag1,Soles_Withdrawn_Lag7,Dollars_Withdrawn_Lag7,Soles_Moving_Avg_7,Dollars_Moving_Avg_7,Total_Withdrawn,Total_Withdrawn_Lag1,Total_Withdrawn_Lag7,Total_Moving_Avg_7
6/14/2023,1,Agency_1,Wednesday,34680,10635,Sports Event,0,56,45.32,91905,17296,33.28,38685,11191,39790,8571,34518.57143,11875.42857,45315,49876,48361,46394
6/15/2023,1,Agency_1,Thursday,29907,5448,Sports Event,0,56,35.36,91905,17296,39.29,34680,10635,35113,7444,33774.85714,11590.28571,35355,45315,42557,45365.14286
6/16/2023,1,Agency_1,Friday,39739,8675,Concert,1,56,48.41,91905,17296,32.12,29907,5448,42159,11278,33429.14286,11218.42857,48414,35355,53437,44647.57143
6/17/2023,1,Agency_1,Saturday,58207,14557,Festival,1,56,72.76,91905,17296,18.77,39739,8675,24580,8047,38233,12148.42857,72764,48414,32627,50381.42857
6/18/2023,1,Agency_1,Sunday,28569,9628,Concert,0,56,38.2,91905,17296,37.03,58207,14557,37224,28415,36996.57143,9464.571429,38197,72764,65639,46461.14286
6/19/2023,1,Agency_1,Monday,22064,3872,None,0,56,25.94,91905,17296,44.32,28569,9628,29189,6118,35978.71429,9143.714286,25936,38197,35307,45122.42857
6/20/2023,1,Agency_1,Tuesday,30981,13059,Sports Event,1,56,44.04,91905,17296,33.43,22064,3872,38685,11191,34878.14286,9410.571429,44040,25936,49876,44288.71429
6/21/2023,1,Agency_1,Wednesday,31836,6776,Festival,0,56,38.61,91905,17296,37.4,30981,13059,34680,10635,34471.85714,8859.285714,38612,44040,45315,43331.14286
6/22/2023,1,Agency_1,Thursday,34405,13004,Festival,1,56,47.41,91905,17296,31.75,31836,6776,29907,5448,35114.42857,9938.714286,47409,38612,35355,45053.14286
6/23/2023,1,Agency_1,Friday,24880,5200,Sports Event,1,56,30.08,91905,17296,41.98,34405,13004,39739,8675,32991.71429,9442.285714,30080,47409,48414,42434
6/24/2023,1,Agency_1,Saturday,19688,5944,None,0,56,25.63,91905,17296,44.05,24880,5200,58207,14557,27489,8211.857143,25632,30080,72764,35700.85714
6/25/2023,1,Agency_1,Sunday,38797,17569,Festival,0,56,56.37,91905,17296,26.36,19688,5944,28569,9628,28950.14286,9346.285714,56366,25632,38197,38296.42857
6/26/2023,1,Agency_1,Monday,36432,7956,Festival,0,56,44.39,91905,17296,34.27,38797,17569,22064,3872,31002.71429,9929.714286,44388,56366,25936,40932.42857
6/27/2023,1,Agency_1,Tuesday,25875,4191,None,1,56,30.07,91905,17296,42.19,36432,7956,30981,13059,30273.28571,8662.857143,30066,44388,44040,38936.14286
6/28/2023,1,Agency_1,Wednesday,38818,10524,Festival,1,56,49.34,91905,17296,31.28,25875,4191,31836,6776,31270.71429,9198.285714,49342,30066,38612,40469
6/29/2023,1,Agency_1,Thursday,32419,5686,Sports Event,0,56,38.11,91905,17296,37.87,38818,10524,34405,13004,30987,8152.857143,38105,49342,47409,39139.85714
6/30/2023,1,Agency_1,Friday,33894,13710,Sports Event,0,56,47.6,91905,17296,31.52,32419,5686,24880,5200,32274.71429,9368.571429,47604,38105,30080,41643.28571
7/1/2023,1,Agency_1,Saturday,35020,12824,Festival,0,56,47.85,91905,17296,31.57,33894,13710,19688,5944,34465,10351.42857,47844,47604,25632,44816.42857
7/2/2023,1,Agency_1,Sunday,42210,9275,Sports Event,0,56,51.49,91905,17296,30.46,35020,12824,38797,17569,34952.57143,9166.571429,51485,47844,56366,44119.14286
7/3/2023,1,Agency_1,Monday,41184,11959,Concert,1,56,53.14,91905,17296,29.1,42210,9275,36432,7956,35631.42857,9738.428571,53143,51485,44388,45369.85714
7/4/2023,1,Agency_1,Tuesday,30732,5870,Sports Event,0,56,36.6,91905,17296,38.58,41184,11959,25875,4191,36325.28571,9978.285714,36602,53143,30066,46303.57143
7/5/2023,1,Agency_1,Wednesday,39237,14268,Festival,1,56,53.51,91905,17296,28.45,30732,5870,38818,10524,36385.14286,10513.14286,53505,36602,49342,46898.28571
7/6/2023,1,Agency_1,Thursday,35431,9685,None,1,56,45.12,91905,17296,33.56,39237,14268,32419,5686,36815.42857,11084.42857,45116,53505,38105,47899.85714
7/7/2023,1,Agency_1,Friday,59991,8246,Festival,1,56,68.24,91905,17296,22.29,35431,9685,33894,13710,40543.57143,10303.85714,68237,45116,47604,50847.42857
7/8/2023,1,Agency_1,Saturday,57004,16602,Festival,1,56,73.61,91905,17296,17.94,59991,8246,35020,12824,43684.14286,10843.57143,73606,68237,47844,54527.71429
7/9/2023,1,Agency_1,Sunday,55708,7476,Festival,0,56,63.18,91905,17296,24.97,57004,16602,42210,9275,45612.42857,10586.57143,63184,73606,51485,56199
7/10/2023,1,Agency_1,Monday,30811,9046,Concert,1,56,39.86,91905,17296,36.32,55708,7476,41184,11959,44130.57143,10170.42857,39857,63184,53143,54301
7/11/2023,1,Agency_1,Tuesday,14070,6711,Sports Event,0,56,20.78,91905,17296,46.33,30811,9046,30732,5870,41750.28571,10290.57143,20781,39857,36602,52040.85714
7/12/2023,1,Agency_1,Wednesday,31597,12614,Festival,1,56,44.21,91905,17296,33.43,14070,6711,39237,14268,40658.85714,10054.28571,44211,20781,53505,50713.14286
7/13/2023,1,Agency_1,Thursday,28220,12252,None,1,56,40.47,91905,17296,35.37,31597,12614,35431,9685,39628.71429,10421,40472,44211,45116,50049.71429
7/14/2023,1,Agency_1,Friday,37128,6538,Festival,0,56,43.67,91905,17296,34.92,28220,12252,59991,8246,36362.57143,10177,43666,40472,68237,46539.57143
7/15/2023,1,Agency_1,Saturday,36286,18511,Sports Event,1,56,54.8,91905,17296,26.96,37128,6538,57004,16602,33402.85714,10449.71429,54797,43666,73606,43852.57143
7/16/2023,1,Agency_1,Sunday,31351,26800,Sports Event,1,56,58.15,91905,17296,23.62,36286,18511,55708,7476,29923.28571,13210.28571,58151,54797,63184,43133.57143
7/17/2023,1,Agency_1,Monday,38845,6903,Sports Event,0,56,45.75,91905,17296,33.8,31351,26800,30811,9046,31071,12904.14286,45748,58151,39857,43975.14286
7/18/2023,1,Agency_1,Tuesday,17151,13101,Sports Event,0,56,30.25,91905,17296,40.31,38845,6903,14070,6711,31511.14286,13817,30252,45748,20781,45328.14286
7/19/2023,1,Agency_1,Wednesday,25255,10465,None,1,56,35.72,91905,17296,38.11,17151,13101,31597,12614,30605.14286,13510,35720,30252,44211,44115.14286
7/20/2023,1,Agency_1,Thursday,18040,6461,Festival,0,56,24.5,91905,17296,44.52,25255,10465,28220,12252,29150.85714,12682.71429,24501,35720,40472,41833.57143
7/21/2023,1,Agency_1,Friday,39050,12121,Concert,1,56,51.17,91905,17296,30.05,18040,6461,37128,6538,29425.42857,13480.28571,51171,24501,43666,42905.71429
7/22/2023,1,Agency_1,Saturday,31948,13801,Concert,0,56,45.75,91905,17296,32.42,39050,12121,36286,18511,28805.71429,12807.42857,45749,51171,54797,41613.14286
7/23/2023,1,Agency_1,Sunday,26389,10420,Concert,0,56,36.81,91905,17296,37.57,31948,13801,31351,26800,28096.85714,10467.42857,36809,45749,58151,38564.28571
7/24/2023,1,Agency_1,Monday,20601,6028,None,0,56,26.63,91905,17296,43.54,26389,10420,38845,6903,25490.57143,10342.42857,26629,36809,45748,35833
7/25/2023,1,Agency_1,Tuesday,35337,4675,Sports Event,0,56,40.01,91905,17296,37.12,20601,6028,17151,13101,28088.57143,9138.714286,40012,26629,30252,37227.28571
7/26/2023,1,Agency_1,Wednesday,24041,17980,Sports Event,1,56,42.02,91905,17296,33.45,35337,4675,25255,10465,27915.14286,10212.28571,42021,40012,35720,38127.42857
7/27/2023,1,Agency_1,Thursday,42238,8337,Concert,1,56,50.58,91905,17296,31.1,24041,17980,18040,6461,31372,10480.28571,50575,42021,24501,41852.28571
7/28/2023,1,Agency_1,Friday,54122,12449,Sports Event,1,56,66.57,91905,17296,22.28,42238,8337,39050,12121,33525.14286,10527.14286,66571,50575,51171,44052.28571
7/29/2023,1,Agency_1,Saturday,46612,11348,Concert,0,56,57.96,91905,17296,26.81,54122,12449,31948,13801,35620,10176.71429,57960,66571,45749,45796.71429
7/30/2023,1,Agency_1,Sunday,36363,11063,None,0,56,47.43,91905,17296,32.13,46612,11348,26389,10420,37044.85714,10268.57143,47426,57960,36809,47313.42857
7/31/2023,1,Agency_1,Monday,28132,11803,Sports Event,0,56,39.94,91905,17296,35.73,36363,11063,20601,6028,38120.71429,11093.57143,39935,47426,26629,49214.28571
8/1/2023,1,Agency_1,Tuesday,45290,18414,Concert,1,56,63.7,91905,17296,22.52,28132,11803,35337,4675,39542.57143,13056.28571,63704,39935,40012,52598.85714
8/2/2023,1,Agency_1,Wednesday,15175,6372,None,0,56,21.55,91905,17296,46.01,45290,18414,24041,17980,38276,11398,21547,63704,42021,49674
8/3/2023,1,Agency_1,Thursday,32879,2074,None,1,56,34.95,91905,17296,40.17,15175,6372,42238,8337,36939,10503.28571,34953,21547,50575,47442.28571
8/4/2023,1,Agency_1,Friday,27461,2191,Concert,1,56,29.65,91905,17296,42.79,32879,2074,54122,12449,33130.28571,9037.857143,29652,34953,66571,42168.14286
8/5/2023,1,Agency_1,Saturday,43645,19909,Festival,1,56,63.56,91905,17296,22.3,27461,2191,46612,11348,32706.42857,10260.85714,63554,29652,57960,42967.28571
8/6/2023,1,Agency_1,Sunday,64375,15927,Sports Event,1,56,80.3,91905,17296,14.72,43645,19909,36363,11063,36708.14286,10955.71429,80302,63554,47426,47663.85714
8/7/2023,1,Agency_1,Monday,54878,5328,Concert,1,56,60.21,91905,17296,26.89,64375,15927,28132,11803,40529,10030.71429,60206,80302,39935,50559.71429
8/8/2023,1,Agency_1,Tuesday,22391,11633,Sports Event,1,56,34.03,91905,17296,38.72,54878,5328,45290,18414,37257.71429,9062,34024,60206,63704,46319.71429
8/9/2023,1,Agency_1,Wednesday,42744,11742,Concert,1,56,54.49,91905,17296,28.47,22391,11633,15175,6372,41196.14286,9829.142857,54486,34024,21547,51025.28571
8/10/2023,1,Agency_1,Thursday,14493,8195,Sports Event,0,56,22.69,91905,17296,45.08,42744,11742,32879,2074,38569.57143,10703.57143,22688,54486,34953,49273.14286
8/11/2023,1,Agency_1,Friday,26280,15086,Festival,1,56,41.37,91905,17296,34.36,14493,8195,27461,2191,38400.85714,12545.71429,41366,22688,29652,50946.57143
8/12/2023,1,Agency_1,Saturday,34057,5678,None,1,56,39.74,91905,17296,37.06,26280,15086,43645,19909,37031.14286,10512.71429,39735,41366,63554,47543.85714
8/13/2023,1,Agency_1,Sunday,40786,8913,Concert,1,56,49.7,91905,17296,31.43,34057,5678,64375,15927,33661.28571,9510.714286,49699,39735,80302,43172
8/14/2023,1,Agency_1,Monday,38387,16445,Festival,1,56,54.83,91905,17296,27.35,40786,8913,54878,5328,31305.42857,11098.85714,54832,49699,60206,42404.28571
8/15/2023,1,Agency_1,Tuesday,15071,6008,None,0,56,21.08,91905,17296,46.32,38387,16445,22391,11633,30259.71429,10295.28571,21079,54832,34024,40555
8/16/2023,1,Agency_1,Wednesday,26022,5803,Concert,0,56,31.83,91905,17296,40.99,15071,6008,42744,11742,27870.85714,9446.857143,31825,21079,54486,37317.71429
8/17/2023,1,Agency_1,Thursday,29196,4979,Sports Event,0,56,34.18,91905,17296,39.98,26022,5803,14493,8195,29971.28571,8987.428571,34175,31825,22688,38958.71429
8/18/2023,1,Agency_1,Friday,25846,4426,Concert,0,56,30.27,91905,17296,42.04,29196,4979,26280,15086,29909.28571,7464.571429,30272,34175,41366,37373.85714
8/19/2023,1,Agency_1,Saturday,69785,15686,Sports Event,1,56,85.47,91905,17296,12.19,25846,4426,34057,5678,35013.28571,8894.285714,85471,30272,39735,43907.57143
8/20/2023,1,Agency_1,Sunday,38612,16791,Festival,1,56,55.4,91905,17296,27,69785,15686,40786,8913,34702.71429,10019.71429,55403,85471,49699,44722.42857
8/21/2023,1,Agency_1,Monday,29157,7748,Sports Event,0,56,36.91,91905,17296,38.06,38612,16791,38387,16445,33384.14286,8777.285714,36905,55403,54832,42161.42857
8/22/2023,1,Agency_1,Tuesday,44986,15505,Concert,1,56,60.49,91905,17296,24.71,29157,7748,15071,6008,37657.71429,10134,60491,36905,21079,47791.71429
8/23/2023,1,Agency_1,Wednesday,26020,6541,Sports Event,0,56,32.56,91905,17296,40.47,44986,15505,26022,5803,37657.42857,10239.42857,32561,60491,31825,47896.85714
8/24/2023,1,Agency_1,Thursday,36316,942,Sports Event,1,56,37.26,91905,17296,39.24,26020,6541,29196,4979,38674.57143,9662.714286,37258,32561,34175,48337.28571
8/25/2023,1,Agency_1,Friday,16151,10826,None,1,56,26.98,91905,17296,42.41,36316,942,25846,4426,37289.57143,10577,26977,37258,30272,47866.57143
8/26/2023,1,Agency_1,Saturday,66044,13926,Festival,1,56,79.97,91905,17296,15.29,16151,10826,69785,15686,36755.14286,10325.57143,79970,26977,85471,47080.71429
8/27/2023,1,Agency_1,Sunday,41187,12424,Sports Event,0,56,53.61,91905,17296,28.77,66044,13926,38612,16791,37123,9701.714286,53611,79970,55403,46824.71429
8/28/2023,1,Agency_1,Monday,53091,12306,Sports Event,0,56,65.4,91905,17296,22.9,41187,12424,29157,7748,40542.14286,10352.85714,65397,53611,36905,50895
8/29/2023,1,Agency_1,Tuesday,37752,7349,Festival,1,56,45.1,91905,17296,34.04,53091,12306,44986,15505,39508.71429,9187.714286,45101,65397,60491,48696.42857
8/30/2023,1,Agency_1,Wednesday,17950,9190,Sports Event,0,56,27.14,91905,17296,42.65,37752,7349,26020,6541,38355.85714,9566.142857,27140,45101,32561,47922
8/31/2023,1,Agency_1,Thursday,31625,5128,Sports Event,1,56,36.75,91905,17296,38.66,17950,9190,36316,942,37685.71429,10164.14286,36753,27140,37258,47849.85714
9/1/2023,1,Agency_1,Friday,25150,4821,Sports Event,0,56,29.97,91905,17296,42.11,31625,5128,16151,10826,38971.28571,9306.285714,29971,36753,26977,48277.57143
9/2/2023,1,Agency_1,Saturday,51183,14946,Sports Event,0,56,66.13,91905,17296,22.01,25150,4821,66044,13926,36848.28571,9452,66129,29971,79970,46300.28571
9/3/2023,1,Agency_1,Sunday,31137,14485,None,1,56,45.62,91905,17296,32.35,51183,14946,41187,12424,35412.57143,9746.428571,45622,66129,53611,45159
9/4/2023,1,Agency_1,Monday,20386,3277,None,0,56,23.66,91905,17296,45.57,31137,14485,53091,12306,30740.42857,8456.571429,23663,45622,65397,39197
9/5/2023,1,Agency_1,Tuesday,41422,10330,Sports Event,0,56,51.75,91905,17296,30.12,20386,3277,37752,7349,31264.71429,8882.428571,51752,23663,45101,40147.14286
9/6/2023,1,Agency_1,Wednesday,22219,7852,Sports Event,0,56,30.07,91905,17296,41.45,41422,10330,17950,9190,31874.57143,8691.285714,30071,51752,27140,40565.85714
9/7/2023,1,Agency_1,Thursday,20307,3127,None,1,56,23.43,91905,17296,45.72,22219,7852,31625,5128,30257.71429,8405.428571,23434,30071,36753,38663.14286
9/8/2023,1,Agency_1,Friday,48028,20986,Sports Event,1,56,69.02,91905,17296,19.35,20307,3127,25150,4821,33526,10714.71429,69014,23434,29971,44240.71429
9/9/2023,1,Agency_1,Saturday,30436,18950,Concert,1,56,49.39,91905,17296,29.58,48028,20986,51183,14946,30562.14286,11286.71429,49386,69014,66129,41848.85714
9/10/2023,1,Agency_1,Sunday,39185,12453,Festival,1,56,51.64,91905,17296,29.75,30436,18950,31137,14485,31711.85714,10996.42857,51638,49386,45622,42708.28571
9/11/2023,1,Agency_1,Monday,33224,7787,Sports Event,1,56,41.01,91905,17296,36,39185,12453,20386,3277,33545.85714,11640.71429,41011,51638,23663,45186.57143
9/12/2023,1,Agency_1,Tuesday,39471,7944,Sports Event,1,56,47.42,91905,17296,32.76,33224,7787,41422,10330,33267.14286,11299.85714,47415,41011,51752,44567
9/13/2023,1,Agency_1,Wednesday,27757,6858,None,1,56,34.62,91905,17296,39.38,39471,7944,22219,7852,34058.28571,11157.85714,34615,47415,30071,45216.14286
9/14/2023,1,Agency_1,Thursday,18805,3184,None,0,56,21.99,91905,17296,46.43,27757,6858,20307,3127,33843.71429,11166,21989,34615,23434,45009.71429
9/15/2023,1,Agency_1,Friday,25674,11067,Festival,0,56,36.74,91905,17296,37.48,18805,3184,48028,20986,30650.28571,9749,36741,21989,69014,40399.28571
9/16/2023,1,Agency_1,Saturday,27004,3957,None,0,56,30.96,91905,17296,41.79,25674,11067,30436,18950,30160,7607.142857,30961,36741,49386,37767.14286
9/17/2023,1,Agency_1,Sunday,24595,8452,None,0,56,33.05,91905,17296,39.85,27004,3957,39185,12453,28075.71429,7035.571429,33047,30961,51638,35111.28571
9/18/2023,1,Agency_1,Monday,17478,10346,Concert,0,56,27.82,91905,17296,42.08,24595,8452,33224,7787,25826.28571,7401.142857,27824,33047,41011,33227.42857
9/19/2023,1,Agency_1,Tuesday,25029,10439,Concert,0,56,35.47,91905,17296,38.24,17478,10346,39471,7944,23763.14286,7757.571429,35468,27824,47415,31520.71429
9/20/2023,1,Agency_1,Wednesday,31556,3308,Concert,1,56,34.87,91905,17296,39.97,25029,10439,27757,6858,24305.85714,7250.428571,34864,35468,34615,31556.28571
9/21/2023,1,Agency_1,Thursday,11862,5096,None,0,56,16.96,91905,17296,48.56,31556,3308,18805,3184,23314,7523.571429,16958,34864,21989,30837.57143
9/22/2023,1,Agency_1,Friday,41531,7594,Sports Event,1,56,49.13,91905,17296,31.98,11862,5096,25674,11067,25579.28571,7027.428571,49125,16958,36741,32606.71429
9/23/2023,1,Agency_1,Saturday,41745,3703,Festival,0,56,45.45,91905,17296,34.59,41531,7594,27004,3957,27685.14286,6991.142857,45448,49125,30961,34676.28571
9/24/2023,1,Agency_1,Sunday,23602,3350,None,0,56,26.95,91905,17296,43.91,41745,3703,24595,8452,27543.28571,6262.285714,26952,45448,33047,33805.57143
9/25/2023,1,Agency_1,Monday,25110,8659,Festival,0,56,33.77,91905,17296,39.44,23602,3350,17478,10346,28633.57143,6021.285714,33769,26952,27824,34654.85714
9/26/2023,1,Agency_1,Tuesday,20406,5922,None,1,56,26.33,91905,17296,43.71,25110,8659,25029,10439,27973.14286,5376,26328,33769,35468,33349.14286
9/27/2023,1,Agency_1,Wednesday,48810,9153,Sports Event,1,56,57.96,91905,17296,27.25,20406,5922,31556,3308,30438,6211,57963,26328,34864,36649
9/28/2023,1,Agency_1,Thursday,36267,4658,Concert,0,56,40.93,91905,17296,36.67,48810,9153,11862,5096,33924.42857,6148.428571,40925,57963,16958,40072.85714
9/29/2023,1,Agency_1,Friday,33973,13401,Concert,0,56,47.37,91905,17296,31.69,36267,4658,41531,7594,32844.71429,6978,47374,40925,49125,39822.71429
9/30/2023,1,Agency_1,Saturday,13753,7527,Festival,0,56,21.28,91905,17296,45.91,33973,13401,41745,3703,28845.85714,7524.285714,21280,47374,45448,36370.14286
10/1/2023,1,Agency_1,Sunday,35700,8359,None,1,56,44.06,91905,17296,34.36,13753,7527,23602,3350,30574.14286,8239.857143,44059,21280,26952,38814
10/2/2023,1,Agency_1,Monday,42617,9024,Sports Event,1,56,51.64,91905,17296,30.43,35700,8359,25110,8659,33075.14286,8292,51641,44059,33769,41367.14286
10/3/2023,1,Agency_1,Tuesday,26561,6563,None,1,56,33.12,91905,17296,40.18,42617,9024,20406,5922,33954.42857,8383.571429,33124,51641,26328,42338
10/4/2023,1,Agency_1,Wednesday,33589,7711,None,1,56,41.3,91905,17296,35.87,26561,6563,48810,9153,31780,8177.571429,41300,33124,57963,39957.57143
10/5/2023,1,Agency_1,Thursday,32532,7099,Sports Event,0,56,39.63,91905,17296,36.82,33589,7711,36267,4658,31246.42857,8526.285714,39631,41300,40925,39772.71429
10/6/2023,1,Agency_1,Friday,34243,9838,Sports Event,1,56,44.08,91905,17296,34.05,32532,7099,33973,13401,31285,8017.285714,44081,39631,47374,39302.28571
10/7/2023,1,Agency_1,Saturday,39549,9189,Sports Event,0,56,48.74,91905,17296,31.85,34243,9838,13753,7527,34970.14286,8254.714286,48738,44081,21280,43224.85714
10/8/2023,1,Agency_1,Sunday,38606,20221,Sports Event,0,56,58.83,91905,17296,24.6,39549,9189,35700,8359,35385.28571,9949.285714,58827,48738,44059,45334.57143
10/9/2023,1,Agency_1,Monday,47492,10345,Festival,1,56,57.84,91905,17296,27.07,38606,20221,42617,9024,36081.71429,10138,57837,58827,51641,46219.71429
10/10/2023,1,Agency_1,Tuesday,50711,9955,Sports Event,1,56,60.67,91905,17296,25.73,47492,10345,26561,6563,39531.71429,10622.57143,60666,57837,33124,50154.28571
10/11/2023,1,Agency_1,Wednesday,19127,7099,Festival,1,56,26.23,91905,17296,43.53,50711,9955,33589,7711,37465.71429,10535.14286,26226,60666,41300,48000.85714
10/12/2023,1,Agency_1,Thursday,15969,7303,Concert,0,56,23.27,91905,17296,44.96,19127,7099,32532,7099,35099.57143,10564.28571,23272,26226,39631,45663.85714
10/13/2023,1,Agency_1,Friday,39179,19877,Festival,1,56,59.06,91905,17296,24.56,15969,7303,34243,9838,35804.71429,11998.42857,59056,23272,44081,47803.14286
10/14/2023,1,Agency_1,Saturday,50623,14111,Concert,1,56,64.74,91905,17296,22.87,39179,19877,39549,9189,37386.71429,12701.57143,64734,59056,48738,50088.28571
10/15/2023,1,Agency_1,Sunday,56503,1785,Sports Event,1,56,58.29,91905,17296,28.56,50623,14111,38606,20221,39943.42857,10067.85714,58288,64734,58827,50011.28571
10/16/2023,1,Agency_1,Monday,27531,9157,None,1,56,36.69,91905,17296,37.88,56503,1785,47492,10345,37091.85714,9898.142857,36688,58288,57837,46990
10/17/2023,1,Agency_1,Tuesday,18910,12387,Festival,0,56,31.3,91905,17296,39.93,27531,9157,50711,9955,32548.85714,10245.57143,31297,36688,60666,42794.42857
10/18/2023,1,Agency_1,Wednesday,32538,7087,Sports Event,0,56,39.63,91905,17296,36.83,18910,12387,19127,7099,34464.71429,10243.85714,39625,31297,26226,44708.57143
10/19/2023,1,Agency_1,Thursday,45167,22707,Festival,1,56,67.88,91905,17296,19.58,32538,7087,15969,7303,38635.85714,12444.42857,67874,39625,23272,51080.28571
10/20/2023,1,Agency_1,Friday,40772,13080,Festival,1,56,53.85,91905,17296,28.52,45167,22707,39179,19877,38863.42857,11473.42857,53852,67874,59056,50336.85714
10/21/2023,1,Agency_1,Saturday,31865,7293,Festival,0,56,39.16,91905,17296,37.02,40772,13080,50623,14111,36183.71429,10499.42857,39158,53852,64734,46683.14286
10/22/2023,1,Agency_1,Sunday,43471,7264,Concert,0,56,50.74,91905,17296,31.24,31865,7293,56503,1785,34322,11282.14286,50735,39158,58288,45604.14286
10/23/2023,1,Agency_1,Monday,39696,9624,Concert,1,56,49.32,91905,17296,31.47,43471,7264,27531,9157,36059.85714,11348.85714,49320,50735,36688,47408.71429
10/24/2023,1,Agency_1,Tuesday,33591,9633,Sports Event,0,56,43.22,91905,17296,34.52,39696,9624,18910,12387,38157.14286,10955.42857,43224,49320,31297,49112.57143
10/25/2023,1,Agency_1,Wednesday,49114,9470,Sports Event,1,56,58.58,91905,17296,26.87,33591,9633,32538,7087,40525.14286,11295.85714,58584,43224,39625,51821
10/26/2023,1,Agency_1,Thursday,27975,5171,Sports Event,0,56,33.15,91905,17296,40.45,49114,9470,45167,22707,38069.14286,8790.714286,33146,58584,67874,46859.85714
10/27/2023,1,Agency_1,Friday,23111,8055,None,1,56,31.17,91905,17296,40.87,27975,5171,40772,13080,35546.14286,8072.857143,31166,33146,53852,43619
